service_id,title,purpose_summary,category,org_name,org_type,applicant_type,support_type,apply_method,apply_period,min_amount,max_amount,phone,detail_url,age_min,age_max,age_unit,age_note,age_restriction,income_type,income_percentage,income_amount,income_unit,income_note,income_restriction,target_age_group,target_employment,target_education,target_household,target_special,target_occupation,target_specific_conditions,target_note,selection_method,required_documents,evaluation_criteria,selection_specific_conditions,selection_note,residence_type,specific_regions,residence_duration,residence_duration_unit,residence_specific_conditions,residence_note,support_summary,support_amount_type,support_note
119200000024,수산장비 구입 지원,"고가의 수산장비 구입 비용 지원 (융자한도액 2억원 내, 거래가격의 80%)",농림축산어업,해양수산부,중앙행정기관,개인||법인/시설/단체,현금(융자),방문신청,자세한 날짜는 시군구청에 따라 다를 수 있음,200000000.0,200000000.0,경기도 해양수산과/031-8008-4547||경상남도 수산정책과/055-211-4015||경상북도 해양수산과/054-880-7733||전라남도 친환경수산과/061-286-6992||인천광역시 수산과/032-440-4862||충청남도 수산자원과/041-635-4135||제주특별자치도 수산정책과/064-710-3217||부산광역시 수산정책과/051-888-5391||전북특별자치도 수산정책과/063-280-2676||강원특별자치도 어업진흥과/033-660-8354,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000024,,,,,제한없음,,,,,,제한없음,,,,,[],"['수산인', '어업인', '어업법인', '생산자단체']","｢수산업ㆍ어촌 발전 기본법｣ 및 ｢농어업경영체 육성 및 지원에 관한 법률｣에서 규정하고 있는 수산인(유통·가공업체), 어업인, 어업법인 및 생산자단체",,서류심사,[],[],"「수산업ㆍ어촌 발전 기본법」및 「농어업경영체 육성 및 지원에 관한 법률」에 의거하여 수산인, 어업인, 어업법인, 생산자단체로서 수산장비를 구입하고자 하는 자",수산사업자금 집행관리 기본규정 및 수산사업자금 융자제한 등에 관한 규정에 따라 지원 제한,전국,[],,,,,,,
119200000027,산지 및 소비지 유통자금 융자 지원,"산지위판장 등을 대상으로 어대금 결제자금, 직거래 자금 등에 대한 융자지원",농림축산어업,해양수산부,중앙행정기관,법인/시설/단체,현금(융자),방문신청,공고일로부터 2주,,,수협중앙회/02-2240-2453||수협중앙회/02-2240-8525||수협은행/061-931-1647,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000027,,,,,제한없음,,,,,,제한없음,,,,,[],"['산지위판장', '도매시장 법인', '중도매인']",,,사업자 선정심의회,[],[],"전년도 수매실적, 중도매업 종사경력, 신규사업자, 소액신청자 등을 검토",,전국,[],,,,,,,
119200000044,수산경영인회생자금,어려움에 빠진 어업경영체를 대상으로 수산경영회생자금 지원,농림축산어업,해양수산부,중앙행정기관,개인||법인/시설/단체,현금(융자),방문신청,2025.1.1.~2025.12.10.,,,수협은행/02-2240-8521,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000044,,,,,제한없음,,,,,,제한없음,,,,,[],['어업인'],"상환기일이 도래하였거나 향후 도래할 수협은행 대출금의 원리금, 어업시설 개·보수 자금, 업종별 1회전 운영자금 등",수산업경영회생자금 지원 대상,정밀 경영평가,[],[],경영평가위원회의 정밀 경영평가 결과,자금 지원이 결정된 어업인,전국,[],,,,,,,
119200000045,어업경영자금 지원,어업인 및 어업법인을 대상으로 저금리(2.0~3% 또는 변동) 운영자금 지원,농림축산어업,해양수산부,중앙행정기관,개인||법인/시설/단체,현금(융자),방문신청,연중,,,수협은행/02-2240-8521,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000045,,,,,제한없음,,,,,,제한없음,,,,,[],['어업인'],"어업경영체(어업인, 어업법인 등)",,서류심사,"['농신보 보증서', '개인 신용평가서']","['농신보 보증 금액 확인', '개인 신용도 확인']",대출기관에서 농신보 보증 금액 및 개인 신용도 확인 후 대출 실행 가능여부 검토,"어업경영자금 융자 한도 내에서(개인 10억원, 법인 15억원 한도) 지원",전국,[],,,,,,,
119200000053,TAC 참여어업인 경영개선자금 지원,TAC 참여 어업인에게 경영개선자금 융자지원,농림축산어업,해양수산부,중앙행정기관,개인,현금(융자),방문신청,연중,,,수협은행 수산해양금융부/02-2240-8525,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000053,,,,,제한없음,,,,,,제한없음,,,,,[],['어업인'],"TAC 참여 어업인(단, 제주도 소라 채취 어업인은 및 TAC 참여 1단계 어업인은 제외)",,서류심사,[],[],지원대상과 동일한 조건을 충족해야 함,,전국,[],,,,,,,
119200000055,연안선박 현대화 지원,해운법에 따른 내항운송사업자 등에게 연안선박 건조를 위한 대출이자의 2.0~2.5% 지원,행정·안전,해양수산부,중앙행정기관,법인/시설/단체,현금,방문신청,사업공모기간중 신청,,,한국해운조합 해운지원팀/02-6096-2034,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000055,,,,,제한없음,,,,,,제한없음,,,,,[],"['해운법 제4조에 따른 내항여객운송사업자', '해운법 제24조에 따른 내항 화물 운송사업자', '해운법 제33조에 따른 선박대여업자']",,,서류심사,[],['연안선박 현대화 이차보전사업 후보자 심사기준'],"해운법상 내항여객운송사업자, 내항화물운송사업자, 선박대여업자 대상","연안선박을 신조, 노후선박 대체를 위한 금융 대출을 위한 선정 프로세스",전국,[],,,,,,,
119200000056,안전복지형 연근해어선 기반구축,노후화된 연근해 어선을 교체하고자 하는 자에게 현대화 어선으로 대체 건조 지원,농림축산어업,해양수산부,중앙행정기관,개인,현금(융자),방문신청,연초 모집공고에 따름,,,해양수산부 수산정책실 어업자원정책관 어선안전정책과/044-200-5526,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000056,,,,,제한없음,,,,,,제한없음,,어업인,,,[],['어업인'],"연근해어업의 허가를 받은 어업인, 연안어업과 구획어업은 차세대 안전복지형 어선개발(R&D) 사업으로 개발된 업종(연안어업 : 복합·자망·통발·개량안강망, 구획어업 : 패류형망), 선령 15년 이상(직전 연도말 기준) 연근해어선을 소유한 어업인, 노후어선 대체건조 비용 융자 신청을 위해 신용상태가 양호한 자, 노후어선 대체건조 사업비 총액의 10%에 대한 자부담이 가능한 자",,종합평가,[],"['어선 선령', '감톤', '건조형태', '톤수', '소유기간', '자원보호', '기관유형', '재정상태']","합산점수가 높은 순으로 선정하되, 동점자가 발생하는 경우에는 노후어선 선령, 감톤순으로 선정",사업자 선정 기준에 따라 종합적으로 검토,전국,[],,,,,,,
119200000059,어업활동 지원,사고·질병 등으로 어업활동이 곤란한 어가 대상으로 대체인력 채용비용 지원,농림축산어업,해양수산부,중앙행정기관,개인,기타||봉사/기부||현금(감면),방문신청,상시신청,120000.0,120000.0,부산 수산자원연구소/051-209-0935||인천 수산기술지원센터/032-458-7464||경기 수산자원연구소/031-8008-8363||전북 수산기술연구소/063-290-6961||전남 해양수산과학원/061-550-0656||경북 해양수산과/054-880-7720||경남 수산안전기술원/055-254-3524||제주 수산정책과/064-710-3215,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000059,,,,,제한없음,,,,,,제한없음,,,,,[],['어업인'],사업 지원 대상자격을 갖춘 어업경영체(신청인 : 어업경영체에 등록된 경영주)로 경영주 및 경영주외 어업인,,서류심사,[],[],"1. 사고·질병, 교육, 임신 등으로 영어활동이 곤란한 어업인
2. 1주일 이상 진단을 받아 요양을 필요로 하는 경우로 병·의원 확인이 있는 경우
3. 3일 이상 입원한 경우
4. 임신부 및 출산 후 3개월이 지나지 않은 경우
5. 최근 3년 이내 4대 중증질환(암, 심장질환(고혈압 제외), 뇌혈관질환, 희귀난치성질환) 진단을 받은 자로 신청일 기준 최근 6개월 이내 통원치료를 받은 경우
6. ‘어업인 교육과정’ 에 참여한 여성어업인(전체 지원한도의 20% 이내, 최종집행기관 기준)임신부 및 출산 후 3개월이 지나지 않은 경우
7. 제1~2급 법정감염병 자가격리자로 보건소 및 의료기관으로부터 통보를 받아 격리중인 경우",,전국,[],,,,,,,
119200000066,어업인 역량 강화 교육 지원,어업인 단체교육이 가능한 기관 등을 대상으로 역량강화 교육 지원,농림축산어업,해양수산부,중앙행정기관,개인,기타(교육),방문신청,매년초 모집공고에 따름,,,해양수산부 소득복지과/044-200-5464,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000066,,,,,제한없음,,,,,,제한없음,,,,,[],['어업인'],어업인 및 단체의 역량 강화 교육이 가능한 기관 혹은 단체,,서류심사 및 대면 발표 평가,[],[],선정위원회 위원의 평가에 따름,,전국,[],,,,,,,
119200000067,어업인안전조업교육지원,어업인을 대상으로 안전조업 교육 프로그램 지원,행정·안전,해양수산부,중앙행정기관,개인,이용권,방문신청,연중신청,,,어선안전정책과/044-200-5527||수협중앙회 어선안전조업본부/02-2240-2333,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000067,,,,,제한없음,,,,,,제한없음,,,,,[],['어업인'],법정의무교육으로 매년 4시간 교육 이수사항,,서류심사,[],[],"어선의 선주, 선장, 기관장, 통신장 등",,전국,[],,,,,,,
119200000070,창업어가멘토링지원,"어업후계자 및 창업어가에게 1인당 월 60만원 한도로 기술, 경영 교육지도 제공",농림축산어업,해양수산부,중앙행정기관,개인,기타(교육),방문신청,매년 초 지자체별 모집공고,600000.0,600000.0,지자체 수산기술보급기관/044-200-5464,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000070,,,,,제한없음,,,,,,제한없음,,,,,[],['어업인'],어업인 후계자로 선정된 지 5년 이내인자 또는 귀어 후 5개년 이내인 자,,서류심사,"['창업일지', '어업인후계자 육성자금 신청서']","['창업일자', '어업인후계자 육성자금 신청금액', '업종', '연령']","1. 창업일자가 최근인 자
2. 어업인후계자 육성자금 지원규모가 큰 자
3. 업종 및 지원 시급성 고려
4. 연령이 낮은 자",,전국,[],,,,,,,
119200000073,어업인및어업인후계자교육지원(수산업경영인교육),어업인 종사자 등에게 후계어업인력을 육성할 무상 교육 프로그램 제공,농림축산어업,해양수산부,중앙행정기관,개인,기타(교육),방문신청,매년 초 지자체별 모집공고,,,지자체 수산기술보급기관/044-200-5464,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000073,,,,,제한없음,,,,,,제한없음,,,,,[],['어업인'],"어업인 및 어업에 종사하고자 하는 자, 수산업경영인(어업인 후계자) 등",,교육계획에 따라 선정,[],[],해당 광역 시도 수산사무소의 교육계획에 따라 이수 가능,,전국,[],2.0,일,"교육비 무상, 교육일수 2일간(14시간), 소집 및 집체교육, 교수요목 수산시책, 양식, 어선어업 주요기술, 인터넷교육 등, 교과운영은 지역 사무소별 세부교과편성(강의, 실습, 토론, 견학 등) 집행",교육제공 방법은 관할 시도 수산사무소의 교육계획 공고 등에 따라 사전에 교육 참여 신청(유선 또는 방문),,,
119200000074,천일염 장기저장시설 설치지원,천일염 생산자 등을 대상으로 천일염장기저장시설 설치 지원,농림축산어업,해양수산부,중앙행정기관,개인||법인/시설/단체,현금,방문신청,지자체 사업 공고시,,,해당지역 시군구청/관할 지자체,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000074,,,,,제한없음,,,,,,제한없음,,,,,[],"['농업인', '어업인']","천일염 생산자, 공기업, 천일염 영농(어)조합법인, 농(어)업회사법인, 농업협동조합, 수산업협동조합, 천일염관련 협동조합, 대한염업조합, 지방자치단체",영농(어)조합법인과 농(어)업회사법인 등 농수산업 관련 법인의 경우 설립 후 운영 실적이 1년 이하인 법인은 지원할 수 없음. 염전에서 전년도 및 당해연도에 농약사용이 적발되거나 잔류농약이 검출된 염전 및 염전생산자와 염전근로자의 자유의사에 어긋나는 근로강요행위가 적발된 염전 및 생산자는 지원대상에서 배제. 「소금산업진흥법」에 따른 천일염 인증을 받은 업체의 경우 우선 지원할 수 있음.,심의회,[],[],시장ㆍ군수가 시ㆍ군 자체적으로 구성된 심의회를 거쳐 선정,,특정지역,['서울특별시'],,,아파트 단지 내에 거주하는 가구,,,,
119200000076,어촌지도자교육지원,어촌지도자를 대상으로 지도자 양성을 위한 무상교육 프로그램 제공,농림축산어업,해양수산부,중앙행정기관,개인,기타(교육),방문신청,접수기관 별 상이,180000.0,180000.0,지자체 수산기술보급기관/044-200-5464,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000076,,,,,제한없음,,,,,,제한없음,,,,,[],['어업인'],어촌계장 등 어촌지도자,,교육계획에 따름,[],[],해당 광역 시도 수산사무소의 교육계획에 따라 선정,,어촌 및 수산업발전 관련 지역,[],,,"무상교육, 어촌 및 수산업발전 관련 교육 및 활동에 참여하는 지도자에게 18만원 이내의 수당 제공","어촌 및 수산업발전을 위해 어촌계장, 어업계장, 어촌지도자 등에게 교육 및 자문 활동을 지원하는 정책",,,
119200000077,천일염포장재지원,"천일염 생산자, 협동조합 등을 대상으로 천일염포장재를 지원",농림축산어업,해양수산부,중앙행정기관,개인||법인/시설/단체,현금,방문신청,지자체 사업 공고시,,,해당지역 시군구청/관할 지자체,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000077,,,,,제한없음,,,,,,제한없음,,,,,[],"['농업인', '어업인']","지방자치단체, 공기업, 천일염 영농(어)조합법인, 농(어)업회사법인, 농업협동조합, 수산업협동조합, 천일염관련 협동조합, 개인 및 법인(천일염 생산자)","영농(어)조합법인과 농(어)업회사법인 등 농수산업 관련 법인의 경우 설립 후 운영 실적이 1년 이하인 법인은 지원할 수 없음, 염전에서 전년도 및 당해연도에 농약사용이 적발되거나 잔류농약이 검출된 염전 및 염전생산자와 염전근로자의 자유의사에 어긋나는 근로강요행위가 적발된 염전 및 생산자는 지원대상에서 배제, 「소금산업진흥법」에 따른 천일염 인증을 받은 업체의 경우 우선 지원할 수 있음",심의회,[],[],시장․군수가 시․군 자체적으로 구성된 심의회를 거쳐 선정,,특정지역,['서울특별시'],,,아파트 단지 내에 거주하는 가구,,,,
119200000078,염전 바닥재 개선 지원,천일염 관련 종사자 및 단체 등에게 염전바닥재 개선을 위한 비용 지원,농림축산어업,해양수산부,중앙행정기관,개인||법인/시설/단체,현금,방문신청,지자체 사업 공고시,,,해당지역 시군구청/관할지자체,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000078,,,,,제한없음,,,,,,제한없음,,,,,[],"['농업인', '어업인']","지방자치단체, 공기업, 천일염 영농(어)조합법인, 농(어)업회사법인, 농업협동조합, 수산업협동조합, 천일염관련 협동조합, 개인 및 법인(천일염 생산자) 중 「소금산업진흥법」에 따른 천일염 인증을 받은 업체",영농(어)조합법인과 농(어)업회사법인 등 농수산업 관련 법인의 경우 설립 후 운영 실적이 1년 이하인 법인은 지원할 수 없음. 염전에서 전년도 및 당해연도에 농약사용이 적발되거나 잔류농약이 검출된 염전 및 염전생산자와 염전근로자의 자유의사에 어긋나는 근로강요행위가 적발된 염전 및 생산자는 지원대상에서 배제,심의회,[],[],시장․군수가 시․군 자체적으로 구성된 심의회를 거쳐 선정,,특정지역,['서울시 강남구'],,,아파트 거주자 우선,,,,
119200000082,수산물 물류환경 개선,"어업인 및 생산자단체 등에게 지게차, 파렛트, 어상자 등 물류기기 임차료 지원",농림축산어업,해양수산부,중앙행정기관,법인/시설/단체,현금,방문신청,공고일로부터 2주,,,수협중앙회/02-2240-2449,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000082,,,,,제한없음,,,,,,제한없음,,,,,[],['어업인'],"어업인, 생산자단체 등",,선정위원회,[],[],"단위수협, 도매시장 등을 대상으로 함",사업자 선정,전국,[],,,,,,,
119200000085,항로표지 전문교육 지원,항로표지 관련 종사자 등에게 전문 교육·훈련 프로그램 제공,행정·안전,해양수산부,중앙행정기관,법인/시설/단체,현금,기타 온라인신청,연중,,,해양수산부 항로표지과/044-200-5873,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000085,,,,,제한없음,,,,,,제한없음,,,,,[],[],한국항로표지기술원,,서류심사,[],[],항로표지법 시행령 제19조에 명시된 선정 기준을 따름,,전국,[],,,,,,,
119200000097,어선어업생산자 단체 자조금 지원,사업실적 평가를 통해 수산자조금 운영단체에 1:1 매칭펀드로 기금 지원,농림축산어업,해양수산부,중앙행정기관,법인/시설/단체,현물,방문신청,연중,,,공주대학교 산학협력단/041-330-1148,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000097,,,,,제한없음,,,,,,제한없음,,,,,[],['어업인'],｢농수산자조금의 조성 및 운영에 관한 법률｣에 따라 수산자조금을 조성‧ 운영하는 단체(해수부 소관 비영리법인)로 ｢민법｣ 제32조에 의해 수산업자*의 전부 또는 일부를 회원으로 하여 해양수산부 장관의 허가를 받아 설립된 비영리법인 단체,,생산량 비율 기준,[],['품목별 전국 생산량(또는 금액)대비 단체 구성원의 전체 생산량(또는 금액) 비율이 10% 이상'],최근년도 기준,,전국,[],,,,,,,
119200000109,인증부표 교체비용 지원,기존의 스티로폼 부표를 인증부표로 교체하고자 하는 어업인에게 교체 비용의 일부를 지원,농림축산어업,해양수산부,중앙행정기관,개인,현금,정부24온라인신청||방문신청,자세한 날짜는 시군구청에 따라 다를 수 있음,,,해당지역 시군구청/-,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000109,,,,,제한없음,,,,,,제한없음,,,,,[],['어업인'],"양식어업, 어장시설 등에 사용되는 스티로폼 부표를 인증부표로 교체하려는 자",수산업법 및 양식산업발전법에 따른 면허나 구획어업 및 수산종자산업육성법에 따른 수산종자생산업 허가를 받아 어업을 경영 중이거나 하려는 자,서류심사,[],[],"1. 김과 수하식 패류, 피낭류 양식장에서 사용하는 스티로폼 부표 대체 또는 신규 설치를 계획한 자 또는 단체
2. 양식장 전체의 스티로폼 부표를 인증부표로 대체하거나 신규 설치할 계획을 가진 자 또는 단체
3. 스티로폼 부표 회수율을 높게 신청한 자
4. 어업경영체에 등록된 사업자
5. 양식보험에 가입한 자 또는 단체",,특정지역,['해당지역'],,,시군구청 거주,,,,
119200000110,패각 친환경 처리지원,양식장에서 나오는 폐패각을 친환경 처리 비용 일부 지원,문화·환경,해양수산부,중앙행정기관,개인,현금,방문신청,자세한 날짜는 시군구청에 따라 다를 수 있음,,,해양수산부 양식산업과/044-200-5634,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000110,,,,,제한없음,,,,,,제한없음,,,,,[],['농업인'],패류 양식과정 중 발생하는 패각을 대상으로 함,,서류심사,[],[],양식 패류 박신 또는 가공하는 사업장을 운영하는 자 또는 연안지역에서 방치되고 있는 패각을 자원화하기 위해 사업비 중 자담을 부담하여 처리하고자 하는 자,,전국,[],,,,,,,
