service_id,title,purpose_summary,category,org_name,org_type,applicant_type,support_type,support_desc,apply_method,apply_period,min_amount,max_amount,phone,detail_url,age_min,age_max,age_unit,age_note,age_restriction,income_type,income_percentage,income_amount,income_unit,income_note,income_restriction,target_age_group,target_employment,target_education,target_household,target_special,target_occupation,target_specific_conditions,target_note,selection_method,required_documents,evaluation_criteria,selection_specific_conditions,selection_note,residence_type,specific_regions,residence_duration,residence_duration_unit,residence_specific_conditions,residence_note
119200000176,해양문화행사 및 해양영토 대장정,"초등학생부터 일반인에 이르기까지 해양사진대전, 해양캠프 등의 문화행사 참여 지원",문화·환경,해양수산부,중앙행정기관,개인,기타||문화/여가지원,"○ (해양문화체험프로그램) 해양영토(바닷길, 해양관련 시설 등) 방문(공모 선정)",기타 온라인신청,수시,,,한국해양재단/02-741-5278,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000176,,,,,제한없음,,,,,,제한없음,,,,,,,,,외부전문가 심사,['참가신청서'],['민간위원 심사'],민간위원 5명 내외 선정,,전국,[],,,,
119200000191,조건불리지역 직접지불제,조건이 불리한 지역에서 어업을 경영하는 어가 대상으로 소득 보전 (어가당 연간 80만원),농림축산어업,해양수산부,중앙행정기관,가구,현금,연간 어가당 조건불리직불금 80만원 지급 - 80%는 어가에 지급 - 20%는 마을공동기금으로 적립,정부24온라인신청||방문신청,시군구별로 신청기한은 변경될 수 있으므로 공고 참조,800000.0,800000.0,해양수산과 수산직불제팀/044-200-5454,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000191,,,,,제한없음,기타,,80.0,만원,,있음,,취업자,,,[],['어업인'],조건불리지역(도서 및 접경지역)에 거주하는 어업인(어업경영체 등록),,서류심사,"['어업경영체 등록증', '소득증명서']","['수산물 연간 판매액 120만원 이상', '1년 중 60일 이상 어업 종사']",조건불리지역(도서 및 접경지역)에 거주하는 어업인에 한함,,특정지역,['조건불리지역'],,,불리한 조건에서 어업을 경영하는 어가 대상,어가당 연간 80만원의 소득 보전 제공
119200000192,수산업경영인육성사업,수산경영인으로 선정된 자에게 최대 5억원 융자지원 및 이자 일부 지원,농림축산어업,해양수산부,중앙행정기관,개인,현금(융자),"ㅇ 수산업경영인으로 선정된 사람에게 최대 5억원 융자지원해주고 이자의 일부를 정부에서 지원 (융자금 2~5억원, 연리 1~1.5%, 상환기간 10~20년) -(어업인후계자) 최대 5억원, 연리 1.5%, 5년 거치 20년 균분상환 -(우수경영인) 추가 2억원, 연리 1%, 5년 거치 10년 균분상환",방문신청,시도별 신청기한은 변동될 수 있으므로 공고 참고,200000000.0,500000000.0,해양수산부 소득복지과/044-200-5464||부산 수산자원연구소/051-209-0934||인천 수산기술지원센터/032-458-7467||울산시청/051-229-3021||경기 해양수산자원연구소/031-8008-8356||강원도청/033-660-8356||충북 내수면연구소/043-200-6502||충남 수산자원연구소/041-635-7857||전북 수산기술연구소/063-290-6947||전남 해양수산과학원/061-550-0651||경북 어업기술센터/054-240-2131||경남 수산안전기술원/055-254-3523||제주도청/064-710-3215,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000192,,,,,제한없음,,,,,,제한없음,,취업자,,,[],['수산업경영인'],시도에서 수산업경영인으로 선정한 사람,,면접,[],[],해당 시도에서 운영 중인 수산업체에 종사하고 있어야 함,,전국,[],,,,
119200000193,e-Nav 선박단말기 구매비용 지원,어선 및 비어선이 사용할 수 있는 지능형 해성교통정보서비스 단말기 구매비용 일부 지원,행정·안전,해양수산부,중앙행정기관,개인,현금,지능형 해상교통정보서비스 단말기(e-Nav 선박 단말기) 구매비용 일부 지원,방문신청,상시신청,,,한국해양교통안전공단/044-330-2331,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000193,,,,,제한없음,,,,,,제한없음,,,,,[],['어업인'],"선령 및 톤수제한 없음(원양, 내수면 종사 어선 제외) 및 선령 및 톤수제한 없음(선박법에 따라 등록된 선박에 한함)",,서류심사,[],[],선박법 및 어선법 등 관계법령을 위반한 자 또는 선박 제외,,전국,[],,,,
119200000194,수산자원보호 직접지불제,수산자원보호 의무를 이행하는 어업인 등을 대상으로 직불금 지원,농림축산어업,해양수산부,중앙행정기관,개인||법인/시설/단체,현금,"□ (지원대상) 공모 후 평가를 통해 선발된 강화된 자원보호 의무를 준수하는 연근해어업인 □ (지급요건 등) 총허용어획량 할당 준수를 기본의무로 하고, 선택의무*를 2개 이상 준수토록 함 * 어선감척, 휴어, 생분해성 어구 사용, 해양포유류 혼획 저감장치 부착 등 □ (지원방식) 준수의무 이행에 따른 어업매출 감소 일부 지원 ㅇ (소규모어선직불) 2t 이하의 소규모어선에 지급하되, 소규모어가의 생계보전 차원에서 150만원 정액 지급 ㅇ (톤수비례직불) 2t 초과 어선에 지급하되, 단가는 톤당 65~75만원 수준으로 톤수별 구간에 따라 상이하며 역진적 지급단가*로 구성",방문신청,2023.01.02~2023.02.10,750000.0,1500000.0,해양수산부 수산직불제팀/044-200-5453||해양수산부 수산직불제팀/044-200-5452,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000194,,,,,제한없음,,,,,,제한없음,,,,,[],['어업인'],"공모 후 평가를 통해 선발된 강화된 자원보호 의무를 준수하는 연근해어업인, 총허용어획량 할당 준수, 어선감척, 휴어, 생분해성 어구 사용, 해양포유류 혼획 저감장치 부착",선택의무*를 2개 이상 준수토록 함,서류심사,"['수산업법', '어선법', '수산자원관리법 이수 증빙서류', '어업경영 관련 정보 등록증명서']","['총허용어획량 할당 이행 여부', '어업허가 유효 여부', '수산자원보호 의무 이행 여부']","직불금 신청년도에 60일 이상 조업일수를 충족하고, 선택의무 2개 이상을 준수해야 함",,전국,[],,,,
119200000195,"친환경 수산물(배합사료, 인증) 생산지원 직불제 지원",조건에 해당되는 어업인 등에게 친환경 배합사료 및 소득감소분 등 지원,농림축산어업,해양수산부,중앙행정기관,개인,현금,"1. 배합사료 , 인증 직불제 : 국비 100%지원",방문신청,자세한 날짜는 시군구청에 따라 다를수 있음,,,해양수산부 양식산업과/044-200-5632,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/119200000195,,,,,제한없음,,,,,,제한없음,,,,,[],['어업인'],"해양수산부 장관이 지정하는 배합사료를 사용하는 어업인 및 법인, 안전관리인증기준(HACCP) 등록을 받은 자 중에서 유기수산물ㆍ무항생제 수산물 인증을 받은 어업인 및 법인",,동일,[],[],지원자의 대상이 지원 대상과 동일해야 함,,전국,[],,,,
122000000003,원산지검증 대응 지원,일정조건의 수출 및 내수기업을 대상으로 FTA에 대응하는 맞춤형 컨설팅 제공,보육·교육,관세청,중앙행정기관,소상공인||법인/시설/단체,기타(상담),"○ 관세청에서 체약상대국의 사후 원산지검증에 대비하여 중소‧중견기업, 소상공인이 원산지관리 능력을 배양할 수 있도록 컨설팅을 신청한 기업에게 자격을 갖춘 민간 컨설턴트를 배정하여 컨설팅 제공(최대 200만원까지 지원) ○ 관세청 FTA 포털 참여기업 모집공고(2025.2.13) - FTA 포털(customs.go.kr/ftaportalkor/main.do) > FTA 기업지원 > 컨설팅 사업 > 2025년 검증 대응 지원사업",기타 온라인신청,(1차) '25.2.24.~3.7. (2차) '25.7.10.~7.18.,2000000.0,2000000.0,서울세관 수출입기업지원센터/02-510-1378||부산세관 수출입기업지원센터/051-620-6957||인천세관 수출입기업지원센터/032-452-3639||대구세관 수출입기업지원센터/053-230-5182||광주세관 수출입기업지원센터/062-975-8196||평택세관 통관총괄과/031-8054-7169,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/122000000003,,,,,제한없음,,,,,,제한없음,,,,,[],[],"['1. 「독점규제 및 공정거래에 관한 법률」에서 규정하고 있는 상호출자제한기업집단에 속한 기업', '2. 검증 컨설팅의 신청일 이전 최근 2년간 관세청, 농림축산식품부, 산업통상자원부 및 지방자치단체의 FTA 컨설팅 수혜기업', '3. 검증 컨설팅의 신청일 이전 최근 2년간 관세 또는 국세 체납 실적이 있는 기업']",,우선순위,[],[],미국으로 수출하는 중소기업 및 사업세관별 자체 선정기준을 충족하는 기업,"우선순위에 따라 선정된 기업에 한해 지원하며, 우선순위 세부내용은 사업공고문 참고",전국,[],,,,
124000000001,취약계층 초등학생 통계교육 지원,통계에 취약한 초등학교 5~6학년을 대상으로 통계교육 프로그램 제공,보육·교육,통계청,중앙행정기관,개인,서비스(돌봄),"○ 통계기초이론, 통그라미 활용법, 현장조사를 통한 통계포스터 작성 등",방문신청,접수기관 별 상이,,,통계청 교육기획과/042-366-6122,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/124000000001,,,,,제한없음,,,,,,제한없음,,,,,[],[],통계교육 취약계층 초등학교 5~6학년,,동일,[],[],지원자의 대상이 지원 대상과 동일해야 함,,전국,[],,,,
125000000004,북한이탈주민 자산형성 지원 (미래행복통장),"북한이탈주민 대상으로 매월 10~50만 원 저축 시, 적립금과 동일한 금액 지원",주거·자립,통일부,중앙행정기관,개인,현금,"○ 소득의 30% 이내(10~50만원, 5만원 단위) 중 본인이 계좌개설 시 설정한 저축금액에 대해 정부에서 1:1 매칭 지원",방문신청,상시신청,50000.0,500000.0,북한이탈주민지원재단/02-3215-5792,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/125000000004,18.0,,세,,있음,기타,30.0,,,,없음,전연령,취업자,,,['북한이탈주민'],['무관'],"2014년 11월 29일 이후 입국하여 보호 결정을 받은 북한이탈주민, 3개월 이상 취업, 사업 등의 경제활동 상태, 가입 신청일 기준 만 18세 이상, 정부 및 지자체에서 시행 중인 유사사업 참여자는 중복 가입 불가, 가입신청일 기준 전월소득이 통계청 발표 전년도 소득 10분위별 근로자가구 가계수지의 9분위 소득 미만",,서류심사,"['신분증 사본', '보호 결정서']","['3개월 이상 경제활동', '만 18세 이상', '전월소득 9분위 이하']",유사사업 참여자 중복가입 불가,,전국,[],,,,
125000000014,북한이탈주민 정착금 지원(기본금),북한이탈주민에게 정착금 지원(세대별 차등지급),주거·자립,통일부,중앙행정기관,개인,현금,"○ 북한이탈주민의 보호 및 정착지원에 관한 법률 시행령 제39조에 근거하여 세대 및 세대 구성원의 수에 따라 아래와 같이 지원 - 1인 세대 기준 1,500만원, 2인 세대 2,400만원, 3인 세대 3,150만원, 4인 세대 3,900만원을 지원하며 세대 합가 시 차액 지급",신청불필요,통일부 보호결정시 지급 결정,15000000.0,39000000.0,하나원 교육기획과/031-670-9323||하나원 교육기획과/031-670-9350,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/125000000014,,,,,제한없음,,,,,,제한없음,,,,,['북한이탈주민'],[],통일부 장관의 보호결정을 받은 북한이탈주민 * 북한이탈주민의 보호 및 정착지원에 관한 법률 제8조제1항에 근거,,서류심사,"['보호결정서', '가족관계증명서']",[],정착지원법에 의거한 보호결정에 따른 세대주 또는 2인 이상 추가 합류 세대원,,전국,[],,,,
125000000015,북한이탈주민 정착금 지원(가산금),"일정조건에 해당하는 북한이탈주민에게 각각 연령, 장애 등의 정착금 및 가산금 지원",주거·자립,통일부,중앙행정기관,개인,현금,"○ 고령가산금 : 보호 결정 당시 만 60세 이상인 북한이탈주민에게 지원 - 분기별 50만 원씩, 16회 지급으로 총 800만 원 ○ 한부모가정아동보호가산금 : 보호 결정 당시 만13세 미만 보호 아동을 동반한 한 부모 북한이탈주민에게 지원 - 분기별 250천 원씩, 16회 지급으로 총 400만 원 지급 ○ 제3국출생자녀양육가산금: 제3국에서 출생한 만16세 미만의 자녀를 실제 양육하고 있는 북한이탈주민인 (조)부모에게 지원하며 자녀는 (조)부모와 주민등록상 동일 세대로 만16세 미만의 대한민국 국적이어야 함. - 지급결정시부터 거주지보호기간 내 분기별로 총450만원 지급(자녀 1명당, 2명 이내) *모든 가산금은 보호기간 5년 이내 신청",방문신청,접수기관 별 상이,250000.0,8000000.0,남북하나재단 정착금지원팀/031-6709-347,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/125000000015,,,,,,,,,,,제한없음,,,,,['북한이탈주민'],[],북한이탈주민의 보호 및 정착 지원에 관한 법률 제8조 제1항에 따른 통일부 장관의 보호 결정을 받은 북한이탈주민,,서류심사,"['가족관계증명서', '의료기록 확인서']","['만 60세 이상', '한부모가정 및 북한이탈주민 자녀 보유', '제3국출생 아동 자녀 보유', '중증질환으로 장기치료 중', '장애등급 보유']",보호결정 당시 만 60세 이상이거나 한부모가정으로 북한이탈주민 자녀를 가지거나 제3국출생 아동 자녀를 가지거나 중증질환으로 장기치료를 받는 북한이탈주민이거나 장애등급을 받은 북한이탈주민,,제한없음,[],5.0,년,"북한이탈주민이며, 고령가산금, 한부모가정아동보호가산금, 제3국출생자녀양육가산금 신청 가능","고령가산금은 만 60세 이상, 한부모가정아동보호가산금은 만 13세 미만 보호 아동을 동반한 한 부모, 제3국출생자녀양육가산금은 만 16세 미만의 자녀를 양육하고 있는 북한이탈주민인 (조)부모에게 지원"
127000000002,취약계층 무료 법률서비스 제공(법률홈닥터 변호사),"취약계층에게 법률상담, 법률문서 작성 조력, 유관기관 연계, 법교육 등의 서비스 지원",행정·안전,법무부,중앙행정기관,개인,기타(상담),"○법무부가 변호사 자격자를 법률홈닥터로 채용, 지방자치단체․사회복지협의회 등에 배치하여 기초생활수급자, 장애인, 범죄피해자 등 취약계층을 대상으로 출장, 방문 상담 등 ‘찾아가는 법률서비스’ 제공 ○기존 법률구조제도의 사각지대에 놓인 취약계층을 대상으로 수요자 중심의 맞춤형 법률상담, 법률문서 작성 조력, 유관기관 연계, 법교육 등 1차 무료 법률서비스 제공",기타 온라인신청,접수기관 별 상이,,,법무부 인권국 인권구조과/02-2110-3824,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/127000000002,,,,,제한없음,,,,,,제한없음,,,,,"['기초생활수급자', '장애인', '범죄피해자', '한부모', '다문화', '북한이탈주민', '차상위계층', '기타']",[],,,서류심사,"['신분증 사본', '소득증빙서류']","['소득 수준', '가구 구성원 수']","기초생활수급자, 장애인, 범죄피해자 등 취약계층 우선 선정",,전국,[],,,,
127000000022,특별공로자 및 우수인재 등 국적 신청자의 수수료 면제,특별공로자 및 우수인재 등에게 국적신청과 관련된 수수료 면제 지원,생활안정,법무부,중앙행정기관,개인,민원||현금(감면),○ 국적업무와 관련한 각종 허가신청 신고 및 증명서 등의 발급에 관한 수수료,방문신청,접수기관 별 상이,,,출입국‧외국인관서 국적과/02-2110-4121,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/127000000022,,,,,제한없음,,,,,,제한없음,,,,,[],['특별공로자'],특별공로자 본인 또는 배우자나 직계존비속이 국적회복허가를 신청하는 경우,,동일,[],[],지원자의 대상이 지원 대상과 동일해야 함,,전국,[],,,,
127000000023,인도적 사유가 있는 자의 국적취득 및 증명 발급 수수료 면제,인도서 사유 등의 고려가 필요한 자에게 국적취득 수수료 면제 지원,생활안정,법무부,중앙행정기관,개인,민원||현금(감면),○ 지원 대상자에 대한 국적취득 수수료 면제,방문신청,접수기관 별 상이,,,출입국외국인관서 법무부 국적과/02-2110-4121,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/127000000023,,,,,제한없음,,,,,,제한없음,,,,,"['장애인', '재해지원금 수령자', '재해지원금 신청자', '외국국적동포', '재외동포', '특별한 사유로 인정된 자']",,국적취득 수수료 면제 대상자로 법률에 따라 특정 조건을 충족한 자,,동일,[],[],지원자의 대상이 지원 대상과 동일해야 함,,전국,[],,,,
127000000025,"성폭력, 아동학대, 인신매매등범죄의 피해 아동과 범죄 피해자인 장애인을 위한 진술조력인 지원","만 19세 미만 아동, 의사소통이 어려운 장애인 범죄 피해자의 수사·재판상 소통 중개",행정·안전,법무부,중앙행정기관,개인,기타(상담)||상담/법률지원,"○ 피해자 사전평가 : 진술조력인은 조사 또는 증언 전 피해자와 면담을 거쳐 피해자의 심리상태, 의사소통 능력 등을 파악함. ○ 조사 또는 증언방법 논의 : 수사기관 또는 법원에 피해자의 심리상태, 의사소통능력 등에 대하여 전달하여 피해자의 현상태와 수준에 맞는 맞춤형 질문이 이루어 질 수 있도록 함. ○ 의사소통 중개 : 진술 조력인은 조사 또는 증언시 피해자의 옆에서 피해자가 심리적 안정감을 가지고 편안하게 진술할 수 있도록 도움을 주고, 피해자가 질문 내용을 이해하지 못하거나 진술하는데 어려움이 있는 경우 피해자가 쉬운 질문을 이해하고 진술할 수 있도록 진술 조력인이 의사소통을 중개·보조함. ○ 진술 조력인 보고서 제출 : 진술 조력인은 조사 또는 증인 신문에 참여하여 피해자의 의사소통이나 표현능력, 특성 등에 관한 의견을 수사 기관이나 법원에 제출함.",방문신청,접수기관 별 상이,,,법무부 인권국 여성아동인권과/02-2110-3140,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/127000000025,19.0,,세,,있음,,,,,,제한없음,전연령,무관,무관,무관,['장애인'],[],성폭력･아동학대･인신매매등범죄 피해자중 만 19세 미만 아동이거나 범죄 피해자인 장애인(장애 의심이 되는 경우에도 지원),,서류심사,"['가족관계증명서', '피해 사실 증명서']","['피해 정도 평가', '의사소통 능력 평가']",만 19세 미만 아동이거나 신체적 또는 정신적인 장애로 의사소통에 어려움이 있는 경우 우선 선정,,전국,[],,,,
127000000026,"성폭력, 아동학대, 장애인학대,인신매매 및 스토킹범죄 피해자 국선변호사 지원",범죄 피해자에게 국선변호사를 지원하여 법률조력 제공,행정·안전,법무부,중앙행정기관,개인,기타(상담)||상담/법률지원,"○ 성폭력･아동학대･장애인학대･인신매매 및 스토킹범죄 피해자에게 국선변호사를 선정, 사건 초기부터 수사, 재판에 이르는 형사절차 전 과정에서 전문적인 법률조력 제공",직접입력,"사실심 변론종결 전까지, 다만 범죄행위자가 불기소된 경우 그 불기소 처분에 대한 불복절차가 기각 결정으로 최종 종결되기 전까지",,,검찰청 콜센터/1301,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/127000000026,,,,,제한없음,,,,,,제한없음,청소년,,,,"['성폭력 피해자', '아동학대 피해자', '장애인학대 피해자', '인신매매 피해자', '스토킹범죄 피해자', '성매매 피해아동']",[],,,서류심사,[],[],"성폭력, 아동학대, 장애인학대, 인신매매, 스토킹범죄 피해자 및 성매매 피해아동 및 청소년에게 해당하는 경우",,전국,[],,,,
127000000037,소년원 출원생 등 소외계층 청소년을 위한 청소년자립생활관 운영 지원,"소외계층 청소년에게 생활공간을 제공하여 무료숙식, 대학진학 등 사회정착 지원",보육·교육,법무부,중앙행정기관,개인,서비스(일자리),"○ 소년원 무의탁 출원생 등 소외계층 청소년에게 그룹홈(Gruoup Home) 형태의 생활공간을 제공하여 무료숙식, 대학진학, 직업교육, 취업알선 등 성공적 사회정착 지원",방문신청,접수기관 별 상이,,,(재)한국소년보호협회 보호사업팀/02-323-2770,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/127000000037,12.0,24.0,세,,있음,,,,,,제한없음,청소년,무관,,,[],[],"소년원 출원생, 보호관찰 대상자 등 소외계층 청소년",,서류심사,[],[],만 12세 ~ 만 24세,,전국,[],,,,
128000000001,범죄 피해 구조금 지급,"범죄피해자 및 가족 등에게 상담 및 의료, 구조금, 주거지원 등의 구조방안 제공",행정·안전,대검찰청,중앙행정기관,개인,현금,"○ 범죄피해자의 피해정도 및 보호, 지원의 필요성에 등에 따라 상담, 의료제공, 구조금지급, 법률구조, 취업관련 지원, 주거지원 등 구조 방안 마련",방문신청,접수기관 별 상이,,,검찰청 피해자지원실/1577-2584,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/128000000001,,,,,제한없음,,,,,,제한없음,,,,,[],[],"타인의 범죄행위로 피해를 당한 사람과 그 배우자, 직계친족, 형제자매 등",,서류심사,"['신분증 사본', '자격증 사본']","['학력', '경력']",해외에서 발생한 사고에 대한 보험가입 여부 확인,해외에서 근무하는 선박 또는 항공기 승무원을 대상으로 하는 선박·항공기 안전법에 따른 선박·항공기 안전관리자 선발,전국,[],,,,
128000000002,이전비 지원,범죄피해자 혹은 신고자 등이 보복우려를 피해 이전할 경우 이사비용을 지원,행정·안전,대검찰청,중앙행정기관,개인,현금,○ 보복의 우려로 인한 거주지 이전의 경우 이사비용을 지원,방문신청,접수기관 별 상이,,,검찰청 피해자지원실/1577-2584,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/128000000002,,,,,제한없음,,,,,,제한없음,,,,,[],[],범죄피해자나 중대범죄 신고자 또는 그 친족 등,,이사 지원자 선정,"['신분증 사본', '이전 주소지 확인서']","['이사 필요성', '위험도 평가']",범죄피해자 등의 보복 가능성 고려,이사 신청자의 안전을 최우선으로 고려함,전국,[],,,보복의 우려로 인한 거주지 이전의 경우 이사비용을 지원,
128000000003,범죄피해자에 대한 경제적 지원,"범죄피해자 및 가족 등에게 치료비, 생계비, 학자금, 장례비 등 경제적 지원",행정·안전,대검찰청,중앙행정기관,개인,의료지원||현금,"○ 범죄로 인해 피해를 당한 피해자에게 치료비, 심리치료비, 생계비, 학자금, 장례비 등 경제적 지원",방문신청,접수기관 별 상이,,,검찰청 피해자지원실/1577-2584,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/128000000003,,,,,제한없음,,,,,,제한없음,,,,,[],[],"범죄행위로 피해를 당한 피해자 본인, 그 배우자, 직계친족 및 4촌 이내의 친족",,서류심사,[],[],범죄피해자에 대한 경제적 지원 업무처리지침 제3조에 해당하는 경우,,전국,[],,,,
128000000004,범죄수익환수 포상금 지급,범죄수익환수 공로가 있는 자에게 심의위원회 결정에 따라 포상금 지급,행정·안전,대검찰청,중앙행정기관,개인,현금,"○ 「범죄수익은닉의 규제 및 처벌 등에 관한 법률」 제13조, 「범죄수익은닉의 규제 및 처벌 등에 관한 법률 시행령」에 따른 몰수 대상 재산이 몰수·추징되어 국고에 귀속된 경우에 수사기관에 신고한 자 또는 몰수·추징에 공로가 있는 자에 대하여 포상금지급심의위원회의 포상금 지급 결정에 따라 일반인은 500만 원~1억 원의 포상금을 지급하고 범죄수익은닉규제법 제13조제1항 단서에 해당하는 공무원 또는 금융회사 등에 종사하는 사람은 50만 원~1천만 원의 포상금을 지급",방문신청,접수기관 별 상이,500000.0,100000000.0,대검찰청 마약·조직범죄부 범죄수익환수과/02-3480-2601,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/128000000004,,,,,제한없음,,,,,,제한없음,,,,,[],[],"범죄수익은닉의 규제 및 처벌 등에 관한 법률 제13조, 범죄수익은닉의 규제 및 처벌 등에 관한 법률 시행령에 따른 몰수 대상 재산이 몰수·추징되어 국고에 귀속된 경우에 수사기관에 신고한 자 또는 몰수·추징에 공로가 있는 자",,서류심사,[],[],"범죄행위에 대하여 수사의 단서를 제공한 경우, 몰수대상재산이나 은닉재산을 신고하거나 그 재산의 소재를 확인할 수 있는 중요한 정보를 제공한 경우",,전국,[],,,,
129000000007,군인 재해보상 유족급여 지급,군인이 공무상 재해 및 사망시 신청조건 등에 따라 유족에게 연금 및 급여 등 지급,생활안정,국방부,중앙행정기관,개인,현금,"○ 복무기간, 공무상 재해 및 사망 여부 등 자격 및 신청조건에 따라 지급되는 급여 및 지급액 상이 - 상이유족연금, 순직유족연금, 순직유족연금일시금 지급",방문신청,급여의 사유가 발생한 날로부터 5년 이내(2012. 7. 1. 이후 군인사법 제54조의4 제1항에 따라 전공사상심사위원회의 재심사를 통하여 순직으로 인정된 경우에는 순직 결정일로부터 5년 이내),,,국군재정관리단 순직유족연금담당/02-3146-6487,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/129000000007,,,,,제한없음,,,,,,제한없음,,,,,[],[],"부사관 이상의 현역 군인(단, 지원에 의하지 아니하고 임용된 부사관은 제외)의 유족 - 유족 : 군인연금법 제3조 제1항 제4호에 해당하는 배우자, 자녀, 부모, 손자녀, 조부모",,서류심사,"['유족 관계 확인 서류', '사망 증명서']","['군인의 공무상 부상 또는 사망 여부 확인', '군인 재해보상심의회 심의 결과 확인']",군인이 공무상 부상이나 사망한 경우에 한함. 중복 수혜 불가 조건 적용,"퇴역연금, 상이연금, 퇴직연금 또는 조기퇴직연금 수급자는 상이유족연금의 1/2 금액을 받음",전국,[],,,,
129000000008,특수임무수행자와 그 유족에 대한 보상,"ㅇ 특수임무수행자 및 유족에게 보상금, 특별위로금 및 공로금 등 지급",생활안정,국방부,중앙행정기관,개인,현금,"ㅇ 보상금, 특별위로금, 특별공로금 등",방문신청||직접입력,2025. 4. 1. ~ 2026. 3. 31.,,,특수임무수행자 보상심의위원회(특수임무수행자 보상지원단)/02-3476-8010||특수임무수행자 보상심의위원회(특수임무수행자 보상지원단)/02-748-7143,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/129000000008,,,,,제한없음,,,,,,제한없음,,,,,[],[],특수임무를 수행한 군인 및 특수임무수행자의 유족,,서류심사,"['서류1', '서류2']",['법률에 명시된 기준을 충족하는지 여부'],"특수임무수행자 보상에 관한 법률 제2조, 제4조, 시행령 제2조, 제4조에 명시된 조건을 충족하는 자",특수임무수행자 보상에 관한 법률에 따라 선정됨,전국,[],,,,
129000000009,장병 인권상담 지원,"병역명문가에 대해 기념품 전달, 주요행사 초청, 시설 이용 시 우대 등의 서비스 제공",행정·안전,국방부,중앙행정기관,개인,기타(상담)||상담/법률지원,○ 군 인권 관련 진정 및 상담,기타 온라인신청||방문신청,접수기관 별 상이,,,국방부 군인권총괄담당관실/02-748-6832||국방부 군인권총괄담당관실/02-748-6833,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/129000000009,,,,,제한없음,,,,,,제한없음,,무관,,,[],"['장병', '군무원', '일반 국민']",,,서류심사,[],[],지원대상과 동일해야 함,,전국,[],,,,
129000000013,전역예정군인 재취업 지원,"전역예정장병에게 전직상담 및 교육, 취업 등에 대한 서비스 지원",고용·창업,국방부,중앙행정기관,개인,상담/법률지원||서비스(일자리),○ 전직지원교육 ○ 전직상담(경력상담 포함) ○ 그 외 취업지원,기타 온라인신청,사업별 상이,,,국방전직교육원 일자리지원부/031-760-9340,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/129000000013,,,,,제한없음,,,,,,제한없음,,,,,[],['전역예정장병'],,,서류심사,[],[],전역예정 장병 누구나 지원 가능,,전국,[],,,,
